代號,名稱,取樣年 T-1,TSE 產業別,TSE新產業_名稱,是否違約,會計師事務所,是否為四大,是否投保董監責任險(Y/N),是否投保董監責任險,TESG分數,環境構面分數,社會構面分數,公司治理構面分數,總負債/總淨值,稅前純益/實收資本,營業利益率,稅後淨利成長率,存貨週轉率（次）,資產總額,ROA稅後息前,ROE稅後,每股淨值,每股現金流量,營收成長率,營業毛利成長率,營業利益/實收資本比,  現金及約當現金,  應收帳款及票據,  其他應收款,  存貨,  其他流動資產,流動資產,  不動產廠房及設備,    遞延所得稅資產,  遞延資產合計,    其他非流動資產－其他,  其他非流動資產,非流動資產,  應付帳款及票據,  其他應付款,  其他流動負債,流動負債,非流動負債,負債總額,    普通股股本,  股本,  資本公積合計,    未分配盈餘,  保留盈餘,  其他權益,母公司股東權益合計,股東權益總額,負債及股東權益總額,  營業收入毛額,營業收入淨額,  銷貨成本,營業成本,營業毛利,已實現銷貨毛利,營業費用,營業利益,  利息收入,  其他收入－其他,其他收入,  其他利益及損失－其他,其他利益及損失,  利息支出(不含租賃負債),財務成本,營業外收入及支出,稅前淨利,所得稅費用,繼續營業單位損益,合併總損益,其他綜合損益－OCI,本期綜合損益總額,歸屬母公司淨利（損）,綜合損益歸屬母公司,每股盈餘,加權平均股數,稀釋稅後淨利,每股盈餘－完全稀釋,加權平均股數－稀釋,稅前息前淨利,稅前息前折舊前淨利,常續性稅後淨利,  稅前淨利－CFO,  折舊－CFO,  攤提－CFO,  利息支出－CFO,  利息收入－CFO,  應收帳款（增加）減少－CFO,  存貨（增加）減少－CFO,  應付帳款增加（減少）－CFO,  其他應付款增加（減少）－CFO,  利息收現－CFO,  退還（支付）所得稅－CFO,  調整項（出貨）－CFO,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI,  其他金融資產（增加）減少－CFI,投資活動之現金流量,籌資活動之現金流量,本期產生現金流量,期初現金及約當現金,期末現金及約當現金,  資產負債表帳列現金,商品及製成品,員工人數-母公司,用人費用合計,折舊合計,攤銷合計,ROA(C)稅前息前折舊前,ROA稅後息前折舊前,ROA－綜合損益,稅前息前折舊前淨利率,營業毛利率,已實現銷貨毛利率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,現金流量比率,每股淨值(F)－TSE公告數,常續性EPS,每股營業額,每股營業利益,每股稅前淨利,每股綜合損益,季底每股稅前淨利,季底每股稅後淨利,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,負債比率,淨值/資產,長期資金適合率(A),淨負債,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,固定資產週轉次數,淨值週轉率（次）,季底收款天數,季底售貨天數,自由現金流量(D),Tobins Q,Tobins Q (A)
2031,新光鋼,2019,10,鋼鐵工業,0,勤業眾信聯合會計師事務所,1,Y,1,59.92,60.8,78,46.41,136.21,4.01,-1.15,-88.19,2.22,16087891,1.51,1.68,20.23,1.32,-2.49,-75.8,-3.15,1099161,2457062,16438,3435128,31389,8597616,3887599,47405,47405,47126,1211631,7490275,312791,110636,4999,6264484,3012621,9277105,3106877,3106877,817716,1565297,2467747,-108260,6284080,6810786,16087891,8388276,8477785,8301224,8301224,176561,176779,274679,-97900,1008,2800,81944,0,301719,168344,167484,222357,124457,6341,118116,118116,-65330,52786,120674,55351,0.39,310688,120674,0.39,310821,291941,403128,30261,124457,108256,2931,167484,-1008,97098,636321,-518067,-57475,1008,-120826,-92285,411218,-541184,11870,-157637,-712315,-459799,1558960,1099161,1099161,401801,240,213650,108256,2931,1.89,1.52,0.32,4.76,2.08,2.09,1.47,1.39,2.62,0.36,64.28,-0.85,3.24,2.52,6.56,20.23,0.11,27.29,-0.32,0.4,0.17,0.4,0.39,-75.74,-122.84,-89.1,-88.19,-87.4,-6.92,-5.87,-4.87,137.24,79.55,66.43,57.67,42.33,251.23,6079822,2333132,86.51,3.36,0.51,108.57,2.3,1.21,105.79,150.78,-2091246,1.14,1.14
2034,允強,2019,10,鋼鐵工業,0,勤業眾信聯合會計師事務所,1,Y,1,55.68,59.55,51.39,54.47,63.02,19.09,4.92,-31.45,4.25,12142367,5.42,8.14,18.29,1.61,-14.75,-21.72,19.7,791926,1268830,892375,3227237,2504,6259308,4609174,71710,71710,85942,325318,5883059,199177,386215,23095,3826106,867981,4694087,4071307,4071307,1663578,837235,1899056,-185661,7448280,7448280,12142367,16308739,16308739,14727148,14727148,1581591,1581591,779483,802108,7493,0,7493,12921,-6252,28276,25985,-24744,777364,153635,623729,623729,-322016,301713,623729,301713,1.53,407131,623729,1.52,409098,803349,1031632,638110,777364,228283,0,25985,-7493,403783,448867,-95471,-35831,7493,-292190,18361,656528,-939996,86275,-829727,545222,372655,419271,791926,791926,1571725,922,778292,228283,0,8.79,7.07,2.54,6.33,9.7,9.7,4.77,3.82,-0.15,3.91,202.9,7.78,4.78,4.77,17.16,18.29,1.57,40.06,1.97,1.91,0.74,1.91,1.53,-21.72,-29.09,-32.29,-31.45,-31.34,4.23,-5.47,-2.3,163.59,77.93,4.03,38.66,61.34,178.14,2938462,2433202,60.36,11.03,1.37,33.1,3.91,2.13,39.72,80.1,95744,1.18,1.18
2399,映泰,2019,25,電腦及週邊,0,勤業眾信聯合會計師事務所,1,Y,1,49.74,45.21,50.75,51.59,35.31,3.72,-3.45,124.08,3.2,3115160,1.53,2,11.23,1.84,-25.01,-11.68,-4.41,754841,339404,28717,497558,3098,2070543,238767,67664,67664,9638,221802,1044617,354774,224708,1748,767775,45219,812994,1781000,1781000,91712,-98336,133884,-6457,2000139,2302166,3115160,2257056,2279734,2024132,2024132,255602,255602,334194,-78592,16972,43211,77150,-9715,69314,1243,1608,144856,66264,20391,45873,45873,-8193,37680,7420,9900,0.04,178100,7420,0.04,178100,67872,107526,-40931,66264,39654,0,1608,-16972,-40641,341251,77859,2544,0,-18197,20225,327621,-24037,6000,-107392,-30107,167411,587430,754841,754841,183687,151,220801,39654,0,0.67,-0.26,1.23,4.72,11.21,11.21,2.91,2.01,6.35,-1.8,76.48,-4.01,14.66,9.69,42.67,11.23,-0.45,12.8,-0.44,0.37,0.21,0.37,0.04,-11.68,-22.08,133.27,124.08,-189.63,2.77,0.79,6.53,269.68,198.03,3.41,26.1,73.9,964.19,-1057280,1302768,36.36,7.05,0.74,51.74,9.42,0.99,54.34,86.73,106482,0.72,0.72
2443,昶虹,2019,20,其他,1,正風聯合會計師事務所,0,Y,1,46.5,50.78,46.73,43.43,37.24,-20.42,-47.37,27.88,4.01,1258449,-18.51,-30.6,6.06,0.51,-40.14,-1548.92,-23.12,182593,118087,1201,118839,152244,598603,293887,0,0,83327,231565,659846,157107,76674,203,314586,26895,341481,1456870,1456870,198048,-962672,-900479,128813,883252,916968,1258449,711114,711114,838909,838909,-127795,-127795,203314,-336835,5810,2021,7831,-6209,42558,2580,5201,39272,-297563,0,-297563,-286135,188314,-97821,-283633,-107225,-1.95,145687,-283633,-1.95,145687,-292362,-177728,-321105,-297563,113918,716,6627,-5810,-22436,163362,8832,100863,5810,73,568,73968,-157470,9364,111249,-114095,72477,110116,182593,182593,93139,37,102289,113918,716,-12.7,-14.21,-6.17,-24.99,-17.97,-17.97,-41.84,-40.24,5.52,-45.16,-62.86,-27.02,28.59,14.38,23.51,6.13,-2.19,4.88,-2.31,-2.04,-0.67,-2.04,-1.95,-1548.92,-11.26,14.61,14.61,8.24,-34.18,-10.82,3.88,190.28,95.97,-1.77,27.14,72.86,312.01,-182620,284017,25.84,6.81,0.45,53.58,2.21,0.73,60.61,64.03,-104460,0.48,0.48
2499,東貝,2019,26,光電業,1,德昌聯合會計師事務所,0,Y,1,45.91,52.99,40.91,46.44,397.9,-158.34,-69.92,-8813.25,1.85,7093689,-67.81,0,-5.27,1.15,-21.52,-162.01,-61.49,82016,811036,11831,1178478,793,2898927,3032433,57218,57218,56765,247826,4194762,3338547,304102,96731,6885564,2589337,9474901,4611720,4611720,923964,-7306492,-7106644,-860349,-2431309,-2381212,7093689,4157224,4055703,4766593,4766593,-710890,-710890,2124709,-2835599,4027,222069,226902,-4203328,-4510907,138046,138046,-4466405,-7302004,10855,-7312859,-7312859,-98168,-7411027,-7316127,-7368098,-16,457392,-7316127,-16,457392,-7163958,-6902062,-7074952,-7302004,259767,2129,136852,-4027,434160,2677196,787575,16262,4027,-2123,1599763,526990,-369152,48291,-206347,-561684,-214182,296198,82016,82016,1116144,811,587585,259767,2129,-62.74,-63.6,-69.78,-170.18,-17.53,-17.53,-180.04,-180.31,-110.13,-174.44,-33.46,-31.34,52.39,14.49,7.65,-5.27,-15.35,8.79,-6.15,-15.96,-16.2,-15.83,-15.86,-162.01,-1341.79,-7559.09,-8813.25,-9265.51,-49.86,-150.94,-52.67,42.1,14.08,-1.92,133.57,-33.57,6.02,5500135,-3986637,-83.55,2.52,0.38,145.05,1.1,3.54,79.44,109.93,-2020701,1.27,1.27
2597,潤弘,2019,14,建材營造,0,資誠聯合會計師事務所,1,Y,1,60.84,56.93,73.51,54.46,110.78,65.39,6.17,0.21,22.19,11129848,7.11,13.65,28.57,4.48,34.6,9.34,53.2,1316022,1468837,12727,441266,156538,4995962,3329918,98838,98838,53488,175777,6133886,2025849,438428,6520,3871128,1978321,5849449,1350000,1350000,757693,682009,1336750,412886,3857329,5280399,11129848,11637322,11637322,10204636,10204636,1432686,1432686,714530,718156,22240,41851,184315,-1799,340,19243,20094,164561,882717,149584,733133,733133,-204783,528350,679710,478673,5.03,135000,679710,5.03,135160,902811,1150660,730465,882717,243431,4418,20094,-22240,-199066,37209,808233,45675,21723,-153226,-82799,605287,-418149,314814,-114882,40826,529997,786025,1316022,1316022,75550,689,1221151,243431,4418,10.9,8.97,5.02,9.89,12.31,12.31,7.59,6.3,1.41,6.28,200.51,9.41,6.14,10.49,15.64,28.57,5.02,86.2,5.32,6.54,3.91,6.54,5.03,9.34,13.55,2.54,0.21,-0.7,11.98,-3.36,0.39,129.06,73.95,2.68,52.56,47.44,208.13,1111796,1124834,36.17,8.49,1.1,42.98,3.62,2.17,46.07,67.6,548274,0.98,0.98
3138,耀登,2019,27,通信網路業,0,安侯建業聯合會計師事務所,1,-,0,54.15,52.99,56.09,52.94,88.3,18.52,5.16,-3.42,5.7,1306298,5.26,8.62,16.11,3.18,22.95,14.4,11.66,334769,246131,15844,126004,62,819334,298637,19727,19727,11294,136077,486964,148821,160867,1283,418115,194458,612573,406957,406957,42033,169679,228940,-22227,655703,693725,1306298,919722,919722,535954,535954,383768,383768,336335,47433,3735,17030,25325,-812,5591,720,2994,27922,75355,16946,58409,58409,-562,57847,59577,60486,1.46,40674,59577,1.46,40742,78349,167072,52924,75355,86861,1862,2994,-3735,-24968,-64075,67784,36294,3735,-26304,33187,129292,-78842,3864,-65742,-18670,32986,301783,334769,334769,118507,85,290837,86861,1862,13.97,10.92,5,18.17,41.73,41.73,8.19,6.35,3.04,5.75,114.1,4.71,36.57,31.62,30.92,16.11,1.33,22.6,1.17,1.85,1.42,1.85,1.46,14.4,-25.32,-17.16,-3.42,-11.33,29.79,5,2.62,195.96,153.03,4.92,46.89,53.11,245.19,-325351,401219,53.64,3.9,0.8,93.61,3.12,1.36,97.68,86.16,48873,1.6,1.6
3191,雲嘉南,2019,28,電子零組件,1,馬施云大華聯合會計師事務所,0,Y,1,36.3,45.21,42.68,24.3,100.4,6.61,-58.96,221.88,6.24,688479,7.64,13.85,6.01,-2.96,-0.7,-121.33,-33.18,156263,68097,57627,75142,30973,388102,75129,14851,14851,14082,210322,300377,28440,100249,16967,164892,180028,344920,571948,571948,115885,-455738,-340315,-3959,343559,343559,688479,321837,321837,333440,333440,-11603,-11603,178159,-189762,498,10791,11289,-12321,219664,0,3408,227545,37783,-5913,43696,43696,-2756,40940,43696,40940,0.76,57195,43696,0.76,57195,41191,72426,-186125,37783,30016,1219,3408,-498,34747,-45115,2812,18237,498,0,4171,-169172,-42028,-1273,192881,-15760,7079,149184,156263,156263,29044,20,72682,30016,1219,-25.92,-26.09,6.74,22.5,-3.61,-3.61,11.74,13.58,70.7,-57.83,-6.51,-40.45,55.36,22.58,-102.6,6.01,-3.25,5.63,-3.32,0.66,0.72,0.66,0.76,-121.33,-260.47,176.02,187.91,-276.53,30.89,19.45,21.71,235.37,171.01,7.34,50.1,49.9,457.29,-156263,223210,41.69,3.5,0.53,104.17,5.43,1.02,77.23,82.68,2852,3.76,3.76
3266,昇陽,2019,14,建材營造,0,安侯建業聯合會計師事務所,1,Y,1,59.7,47.62,53.66,71.5,95.9,7.03,11.6,282.78,0.19,11114413,2.31,4.2,14.69,0.28,-27.75,19.64,6.48,346223,100021,674,7829379,328028,9642260,158172,48453,48453,67281,1245454,1472153,534843,310768,3254,4976363,464587,5440950,3523143,3523143,802339,257268,905469,-55726,5175225,5673463,11114413,1969081,1969081,1443550,1443550,525531,525531,297171,228360,4221,0,4221,-2050,28187,57007,12915,19493,247853,9695,238158,238158,-31658,206500,209901,196313,0.6,352314,209901,0.59,352797,260768,292498,207313,247853,31611,119,12915,-4221,99585,-85453,45912,106379,4138,-40298,-240873,98301,-830,78232,41004,-302773,-163786,510009,346223,346223,0,71,209152,31611,119,2.43,2.26,1.92,14.85,26.69,26.69,12.59,12.09,0.99,10.53,176.84,2.46,15.09,10.62,1.98,14.69,0.51,5.59,0.65,0.7,0.59,0.7,0.6,19.64,85.16,51.23,282.78,391.34,6.78,0.06,1.53,193.76,15.41,5.2,48.95,51.05,3801.22,2395662,4665897,139.76,13.14,0.18,27.77,9.01,0.35,18.54,2063.83,493392,0.76,0.76
3284,太普高,2019,20,其他,0,安永聯合會計師事務所,1,Y,1,39.15,43.28,46.75,30.35,70.66,-6.11,-1.97,-26601.5,10.16,1246885,-2.5,-4.71,13.54,0.06,-6.61,23.98,-2.88,55019,342140,221775,63273,106477,827825,232052,18768,18768,17358,23289,419060,67760,19495,26989,332164,184091,516255,559618,559618,107135,70893,120510,-23617,730630,730630,1246885,818556,818556,711420,711420,107136,107136,123266,-16130,174,22668,28758,-2119,-39581,7159,7262,-18085,-34215,1827,-36042,-36042,-18472,-54514,-36042,-54514,-0.67,53962,-36042,-0.67,53962,-26953,11544,5152,-34215,38437,60,7262,-174,-13731,13489,33241,1310,176,-5271,-6866,2997,-41869,0,-58673,55412,-6514,61533,55019,55019,33679,123,84949,38437,60,4.36,3.45,-4.51,1.41,13.09,13.09,-4.18,-4.4,-2.21,0.63,86.91,-1.63,15.06,10.38,0.9,13.54,0.1,15.17,-0.3,-0.63,-1.01,-0.63,-0.67,23.98,48.78,-11208.8,-26601.5,131.33,6.34,-8.82,-2.81,249.22,192.57,-24.02,41.4,58.6,391.75,316948,495661,55.49,2.44,0.68,149.5,3.6,1.07,152.56,32.46,-73281,0.95,0.95
3383,新世紀,2019,26,光電業,1,南台聯合會計師事務所,0,Y,1,37.69,45.21,47.1,23.54,585.16,-33.65,-31.56,32.54,2.89,3333717,-5.23,-38.16,6.95,-0.84,-17.43,42.63,-33.56,144114,161259,30961,272775,2004,651376,2361371,177935,177935,27023,141382,2682341,71908,118440,1329,368825,2478330,2847155,700000,700000,18301,-231981,-231981,242,486562,486562,3333717,744469,744469,834615,834615,-90146,-90146,144802,-234948,436,2443,2883,0,56540,58819,60053,-630,-235578,-4455,-231123,-231123,-7012,-238135,-231123,-238135,-3.3,70000,-231123,-3.3,70000,-175525,52481,-280541,-235578,225160,2846,60053,-436,9531,31996,-33666,-15824,436,75,797,-58689,-21289,12457,231939,-145796,19755,124359,144114,144114,563659,343,212929,225160,2846,0.09,-1.43,-6.8,7.05,-12.11,-12.11,-31.64,-31.05,-0.08,-37.68,-62.25,-7.3,19.45,28.6,-15.91,6.95,-4.01,10.64,-3.36,-3.37,-3.4,-3.37,-3.3,42.63,31.59,31.67,32.54,28.83,-9.1,-32.86,-0.04,176.61,91.21,-32.8,85.4,14.6,122.42,2426376,282551,89.2,4.49,0.21,81.35,0.31,1.23,79.06,133.47,205179,0.86,0.86
3528,安馳,2019,29,電子通路業,0,安永聯合會計師事務所,1,Y,1,46.91,45.21,52.56,42.34,122.89,35.02,5.37,2.48,2.58,3260718,6.66,12.5,22.29,3.51,-0.1,-6.22,33.69,447025,985331,214,1360736,21,3111542,17415,13383,13383,5564,35579,149176,983775,78466,1004,1750555,47263,1797818,656160,656160,272109,322165,514355,20276,1462900,1462900,3260718,4141705,4118541,3579567,3579567,538974,538974,317919,221055,1946,6953,13303,-27,38924,40298,40862,8729,229784,47990,181794,181794,-11753,170041,181794,170041,2.77,65600,181794,2.74,66357,270646,296880,177992,229784,22338,3896,40862,-1946,-98985,20976,40766,-5947,0,-45240,-108,230340,-13959,1515,19809,-201671,48478,398547,447025,447025,1410600,148,209757,22338,3896,9.1,7.19,5.28,7.21,13.09,13.09,5.58,4.41,0.21,4.32,169.53,7.21,7.72,5.09,13.16,22.29,2.71,62.77,3.37,3.5,2.59,3.5,2.77,-6.22,-14.52,3.24,2.48,0.71,2.46,1.12,0.67,177.75,83.45,19.05,55.14,44.86,8400.23,148359,1360987,160.37,4.39,1.28,83.2,237.08,2.83,87.32,140.06,181561,0.96,0.96
3563,牧德,2019,26,光電業,0,安侯建業聯合會計師事務所,1,Y,1,60.31,57.19,42.57,75.94,49.01,247.04,42.09,-33.71,2.94,3043991,26.66,40.19,44.82,3.59,-18.27,-24.36,251.24,741899,1195545,0,381669,13039,2355216,267915,37460,37460,255913,364858,688775,382460,420100,19014,895309,105864,1001173,426082,426082,59512,1115977,1428849,-4543,1909900,2042818,3043991,2543441,2543441,904519,904519,1638922,1638922,568425,1070497,7143,5871,14340,-296,-30218,0,2006,-17884,1052613,185744,866869,866869,-3802,863067,852599,850150,20.01,42608,852599,19.86,42926,1054619,1078514,866762,1052613,23785,110,2006,-7143,-248213,-146087,62410,-37218,6827,-436810,-288,153142,-44686,-12369,-48607,-1125322,-1022943,1764842,741899,741899,106004,254,491393,23785,110,33.1,27.24,26.49,42.4,64.44,64.44,41.39,34.08,-0.7,34.08,288.33,35.86,22.35,19.32,17.1,44.82,20.01,59.69,25.12,24.7,20.26,24.7,20.01,-24.36,-32.42,-35.11,-33.71,-33.71,-12.33,-10.06,-12.31,263.06,216.4,0.23,32.89,67.11,762.49,-741899,1459907,77.21,2.22,0.78,164.32,10.04,1.18,204.68,155.35,1305114,5.05,5.05
3591,艾笛森,2019,26,光電業,0,安侯建業聯合會計師事務所,1,Y,1,55.61,67.2,43.59,60.32,32.97,-23.13,-2.54,-726.89,6.07,3455201,-7.34,-9.97,20.46,1.9,-13.57,-11.26,-4.58,1000536,424706,2793,244714,198119,1922659,1244786,61753,61753,25130,113018,1532542,319740,140594,27243,793136,63577,856713,1250014,1250014,1841558,-289754,-282740,-264273,2485682,2598488,3455201,2259604,2259604,1863247,1863247,396357,396357,453657,-57300,20517,15832,36349,-1421,-256694,7519,11498,-231843,-289143,-11420,-277723,-277723,-67361,-345084,-286302,-349522,-2.39,119936,-286302,-2.39,119936,-277645,-106229,-27611,-289143,169106,2310,11498,-20517,44678,124504,-89380,15871,19535,-12382,5445,228156,-75439,-186438,-266074,-7553,-92872,1093408,1000536,1000536,87331,197,424835,169106,2310,3.93,3.25,-9.44,-4.7,17.54,17.54,-12.8,-12.29,-10.26,-1.22,87.37,-1.69,20.08,18.8,28.77,20.46,-0.3,18.6,-0.47,-2.41,-2.88,-2.38,-2.36,-11.26,-369.88,-618.43,-726.89,-157.64,-10.44,-12.65,-8.24,242.41,180.05,-4.28,24.79,75.21,208.75,-717141,1129523,25.76,5.05,0.62,72.34,1.58,0.81,68.6,49.37,-120265,0.56,0.56
3609,三一東林,2019,28,電子零組件,0,安侯建業聯合會計師事務所,1,Y,1,43.19,54.71,38.53,38.06,48.01,1.71,0.34,-95.94,4.44,731422,0.37,0.18,16.29,0.77,-6.06,-14.86,0.65,179565,78333,0,79744,2153,469712,211116,26953,26953,3456,12331,261710,61340,29352,1368,230061,7188,237249,303394,303394,187193,4848,28793,-25207,494173,494173,731422,573063,573063,402641,402641,170422,170422,168460,1962,6235,2782,12362,-46,-6620,2407,2511,3231,5193,4304,889,889,-4932,-4043,889,-4043,0.03,30339,889,0.03,30495,7704,37308,1764,5193,24591,5013,2511,-6235,7845,21826,-25839,-11777,5900,-7058,7449,23318,-12274,-1608,-144680,-54553,-181744,361309,179565,179565,53587,80,167387,24591,5013,4.93,3.54,-0.52,6.51,29.74,29.74,0.91,0.16,0.56,0.31,101.16,0.3,29.4,29.21,10.14,16.29,0.06,18.89,0.06,0.17,-0.13,0.17,0.03,-14.86,-80.34,-78.63,-95.94,-87.71,-10.57,-3.91,-2.38,204.17,166.51,86.65,32.44,67.56,234.08,-186450,239651,31.99,6.98,0.74,52.26,2.68,1.14,49.89,72.46,38008,0.94,0.94
3632,研勤,2019,27,通信網路業,1,廣信益群聯合會計師事務所,0,Y,1,46.19,45.21,46.66,46.35,100.19,-32.25,-25.18,-159.98,4.22,874424,-18.12,-35.27,6.49,1.47,-17.32,-37.55,-27.05,113146,135601,459,78331,5829,374335,278142,61507,61507,24242,33075,500089,19373,21464,16873,199638,237985,437623,580897,580897,136301,-309067,-309067,-31009,377122,436801,874424,623945,623945,519001,519001,104944,104560,261683,-157123,135,3193,3328,-3573,-23964,9919,10165,-30191,-187314,616,-187930,-187930,-8440,-196370,-169900,-178049,-2.92,58089,-169900,-2.92,58089,-177149,-146689,-169168,-187314,30208,252,10165,-135,72986,42891,-1509,-10078,135,-568,18841,85569,-26476,-9991,22933,-68256,40042,73104,113146,113146,74424,61,143060,30208,252,-12.89,-13.77,-19.79,-23.51,16.82,16.76,-30.02,-30.12,-4.84,-27.11,40.1,-21.33,41.94,22.93,42.86,6.49,-2.6,10.74,-2.7,-3.22,-3.38,-3.22,-2.92,-37.67,-82.64,-105.26,-159.98,-128.81,-21.26,-30.54,-9.92,187.51,128.28,-5.65,50.05,49.95,239.95,232610,174697,48.98,3.52,0.63,103.77,2.23,1.17,79.32,60.22,8017,1.19,1.19
3646,艾恩特,2019,28,電子零組件,0,勤業眾信聯合會計師事務所,1,Y,1,51.96,54.71,59.53,44.23,43.17,11.45,7.61,-8.11,4.26,667752,6.92,9.37,11.87,1.24,2.43,3.6,10.52,223084,123843,10424,84665,4834,513333,89292,324,324,8903,51602,154419,50029,44889,560,187051,14297,201348,392974,392974,26200,43882,76297,-29067,466404,466404,667752,543345,543345,350166,350166,193179,193179,151829,41350,659,0,695,23,4223,1259,1259,3659,45009,791,44218,44218,-17425,26793,44218,26793,1.13,39205,44218,1.12,39333,46268,88800,44218,45009,41574,958,1259,-659,-5114,-4900,-23781,-3680,659,-14399,1232,48428,-66450,3179,-62541,-25977,-53295,276379,223084,223084,19632,24,197952,41574,958,13.59,12.13,4.1,16.34,35.55,35.55,8.28,8.14,0.67,8.14,127.23,6.77,27.94,36.43,25.89,11.87,1.13,13.83,1.05,1.15,0.68,1.15,1.13,3.6,4.12,-20.43,-8.11,-8.11,4.46,-2.3,2.72,274.43,191.04,2.78,30.15,69.85,522.34,-163084,326282,44.71,4.44,0.83,82.23,6.16,1.15,83.19,100.01,66443,1.09,1.09
3669,圓展,2019,27,通信網路業,0,勤業眾信聯合會計師事務所,1,Y,1,67.05,83.1,63.89,60.07,24.51,8.57,3.12,59.13,3.23,3066275,2.58,2.98,26.5,2.89,1.5,5.74,7.18,936260,282768,9746,326754,22886,1639924,1210192,60318,60318,17499,149719,1426351,176116,191957,84104,481357,122326,603683,929200,929200,735120,583368,800480,-2208,2462592,2462592,3066275,2141375,2141375,1102019,1102019,1039356,1039356,972623,66733,3095,8995,20464,-2000,-2539,0,5063,12862,79595,6291,73304,73304,-1016,72288,73304,72288,0.79,92920,73304,0.78,93636,84658,189710,63931,79595,102634,2418,5063,-3095,-39343,4338,2469,40815,0,-30233,85980,268894,-50777,1823,-44907,-57820,164047,772213,936260,936260,159091,421,688249,102634,2418,6.02,5.08,2.41,8.86,48.54,48.54,3.72,3.42,0.6,2.99,106.86,2.41,45.42,32.14,55.86,26.5,0.69,23.05,0.72,0.86,0.78,0.86,0.79,5.74,24.25,12.83,59.13,9.14,4.89,0.45,1.67,340.69,266.42,6.55,19.69,80.31,203.49,-989935,1158567,24.75,8.07,0.72,45.23,1.76,0.87,48.2,110.1,99382,0.5,0.5
3684,榮昌,2019,27,通信網路業,0,資誠聯合會計師事務所,1,Y,1,50.5,59.33,39.59,55.82,78.2,52.06,16.67,138,10.08,902660,13.25,23.67,21.08,3,3.36,13.91,31.9,154084,112775,1096,28075,541,435604,428500,8561,8561,12186,28222,467056,85862,36993,4473,152229,243882,396111,245915,245915,82946,135364,202368,-7448,506549,506549,902660,470741,470741,283890,283890,186851,186851,108398,78453,2818,535,3353,238,51016,3834,4802,49567,128020,16580,111440,111440,-989,110451,111440,110451,4.64,24025,111440,4.62,24114,132822,156583,55437,128020,21095,2666,4802,-2818,-32137,153,31443,-436,2818,-7732,-1961,72111,-27983,-362,16724,-103551,-15693,169777,154084,154084,21016,71,99230,21095,2666,11.56,9,12.69,33.26,39.69,39.69,27.2,23.67,10.53,11.78,172.37,10.61,23.03,21.08,47.37,21.08,2.31,19.59,3.27,5.33,4.6,5.33,4.64,13.91,54.39,110.63,138,14.84,7.72,16.38,8.65,286.15,263.25,4.17,43.88,56.12,171.25,-50496,283375,27.81,4.87,0.54,74.98,1.07,1,87.44,36.34,84626,1.45,1.45
3705,永信,2019,22,生技醫療,0,安侯建業聯合會計師事務所,1,Y,1,53.81,50.78,56,51.69,92.57,37.98,10.89,10.03,1.82,12360777,6.72,11.95,23.46,3.71,9.02,10.85,33.48,1311760,1948118,54334,2510726,5728,6042317,4537304,94875,94875,185211,400926,6318460,463752,975655,213306,5078156,863796,5941952,2664230,2664230,2143919,892485,1709371,-265965,6250116,6418825,12360777,8191531,8191531,4383759,4383759,3807772,3807772,2915868,891904,3935,63317,77727,3205,14250,70378,70676,119994,1011898,257887,754011,754011,-14394,739617,748601,727251,2.81,266365,748601,2.81,266434,1082574,1478915,720975,1011898,378189,18152,70676,-3935,518,-242291,-11411,96149,3935,-246081,79620,987230,-708347,-57298,-486083,-352107,137518,1174242,1311760,1311760,981450,28,2028402,378189,18152,11.99,9.07,6.13,18.05,46.48,46.48,12.35,9.2,1.46,8.8,130.59,8.64,35.6,24.76,19.44,23.46,2.69,30.75,3.35,3.8,2.78,3.8,2.81,10.85,11.19,8.44,10.03,4.59,5.06,3.54,0.91,118.99,65.75,8.72,48.07,51.93,148.34,2209440,964161,69.47,4.19,0.68,87.01,1.82,1.3,86.8,210.85,472236,1.21,1.21
