代號,名稱,取樣年 T-1,TSE 產業別,TSE新產業_名稱,是否違約,會計師事務所,是否為四大,是否投保董監責任險(Y/N),是否投保董監責任險,TESG分數,環境構面分數,社會構面分數,公司治理構面分數,總負債/總淨值,稅前純益/實收資本,營業利益率,稅後淨利成長率,存貨週轉率（次）,資產總額,ROA稅後息前,ROE稅後,每股淨值,每股現金流量,營收成長率,營業毛利成長率,營業利益/實收資本比,  現金及約當現金,  應收帳款及票據,  其他應收款,  存貨,  其他流動資產,流動資產,  不動產廠房及設備,    遞延所得稅資產,  遞延資產合計,    其他非流動資產－其他,  其他非流動資產,非流動資產,  應付帳款及票據,  其他應付款,  其他流動負債,流動負債,非流動負債,負債總額,    普通股股本,  股本,  資本公積合計,    未分配盈餘,  保留盈餘,  其他權益,母公司股東權益合計,股東權益總額,負債及股東權益總額,  營業收入毛額,營業收入淨額,  銷貨成本,營業成本,營業毛利,已實現銷貨毛利,營業費用,營業利益,  利息收入,  其他收入－其他,其他收入,  其他利益及損失－其他,其他利益及損失,  利息支出(不含租賃負債),財務成本,營業外收入及支出,稅前淨利,所得稅費用,繼續營業單位損益,合併總損益,其他綜合損益－OCI,本期綜合損益總額,歸屬母公司淨利（損）,綜合損益歸屬母公司,每股盈餘,加權平均股數,稀釋稅後淨利,每股盈餘－完全稀釋,加權平均股數－稀釋,稅前息前淨利,稅前息前折舊前淨利,常續性稅後淨利,  稅前淨利－CFO,  折舊－CFO,  攤提－CFO,  利息支出－CFO,  利息收入－CFO,  應收帳款（增加）減少－CFO,  存貨（增加）減少－CFO,  應付帳款增加（減少）－CFO,  其他應付款增加（減少）－CFO,  利息收現－CFO,  退還（支付）所得稅－CFO,  調整項（出貨）－CFO,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI,  其他金融資產（增加）減少－CFI,投資活動之現金流量,籌資活動之現金流量,本期產生現金流量,期初現金及約當現金,期末現金及約當現金,  資產負債表帳列現金,商品及製成品,員工人數-母公司,用人費用合計,折舊合計,攤銷合計,ROA(C)稅前息前折舊前,ROA稅後息前折舊前,ROA－綜合損益,稅前息前折舊前淨利率,營業毛利率,已實現銷貨毛利率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,現金流量比率,每股淨值(F)－TSE公告數,常續性EPS,每股營業額,每股營業利益,每股稅前淨利,每股綜合損益,季底每股稅前淨利,季底每股稅後淨利,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,負債比率,淨值/資產,長期資金適合率(A),淨負債,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,固定資產週轉次數,淨值週轉率（次）,季底收款天數,季底售貨天數,自由現金流量(D),Tobins Q,Tobins Q (A)
4133,亞諾法,2019,22,生技醫療,0,安侯建業聯合會計師事務所,1,Y,1,53.2,50.78,61.19,40.1,6,0.16,0.64,-92.92,0.48,1263989,0.28,0.27,19.69,1.23,-2.79,-0.02,0.44,167240,62326,734,458784,139,703309,312808,110829,110829,5748,23166,560680,10951,32951,4560,64298,7288,71586,605536,605536,474527,19534,98272,14068,1192403,1192403,1263989,414158,414158,228808,228808,185350,185350,182706,2644,1671,1348,3019,0,-4317,0,364,-1664,980,-2283,3263,3263,-1760,1503,3263,1503,0.05,60554,3263,0.05,60569,1344,48176,3251,980,35888,10944,364,-1671,-5849,31236,-5248,-6722,1606,-7188,-3147,74513,-4905,19,-3813,-46730,22225,145015,167240,167240,157172,143,115283,35888,10944,3.76,3.21,0.12,11.63,44.75,44.75,0.24,0.79,-0.4,0.78,101.45,0.25,44.12,27.84,115.89,19.69,0.05,6.84,0.04,0.02,0.02,0.02,0.05,-2.22,-86.88,-97.36,-92.92,-91.91,-2.39,-2.84,-2.92,1093.83,358.18,10.24,5.66,94.34,381.19,-167240,639011,43.7,5.66,0.32,64.44,1.26,0.34,54.93,971.14,75472,1.22,1.22
4153,鈺緯,2019,22,生技醫療,1,勤業眾信聯合會計師事務所,1,Y,1,50.97,52.99,58.27,42.39,14.83,8.8,9.13,7.46,2.89,1301337,4.27,4.84,15.73,0.73,10.16,9.86,8.79,506654,204782,12032,176342,14675,979289,239424,33639,33639,1371,1491,322048,51839,68282,23703,166677,1418,168095,743666,743666,401081,56402,61691,-1470,1133242,1133242,1301337,716170,716170,491329,491329,224841,223389,158027,65362,8361,4112,12473,-246,-13274,0,1,91,65453,9409,56044,56044,-158,55886,56044,55886,0.78,72029,56044,0.78,72202,65454,84917,54783,65453,14504,4959,1,-8361,-10336,-4248,-1691,4339,0,-8499,7112,52663,-9257,-118,-51916,-106729,-104718,611372,506654,506654,58153,161,164870,14504,4959,6.38,5.36,4.26,11.86,31.39,31.19,9.14,7.83,0.01,7.65,142.28,5.42,22.07,23.02,31.6,15.73,0.76,9.94,0.91,0.91,0.78,0.91,0.78,10.86,45.53,10.36,7.46,4.91,-1.62,-4.28,0.21,587.54,466.43,0,12.92,87.08,473.32,-560618,812612,33.63,3.58,0.55,101.85,2.96,0.62,104.37,128.66,119100,1.69,1.69
4164,承業醫,2019,22,生技醫療,0,資誠聯合會計師事務所,1,Y,1,62.63,65.37,63.94,58.53,110.73,33.65,17.95,22.84,4.61,11205325,4.11,7.47,36.71,8.7,17.65,10.29,37.39,1245235,808034,1517,439674,5131,3509528,4691417,84751,84751,502976,2432038,7695797,223444,168781,20166,3049091,2838895,5887986,1416335,1416335,2981939,545509,1186678,-387852,5162144,5317339,11205325,1942746,2950052,2144050,2144050,806002,806002,276431,529571,11696,17776,32232,-1310,-5233,79053,78344,-52978,476593,86162,390431,390431,-25451,364980,395172,370941,2.83,139707,417900,2.46,169883,554937,966689,388622,476593,411752,0,71846,-11696,-45910,-26113,8975,17447,11696,-97933,20307,1215193,-344308,-64020,-672456,-504792,35599,1209636,1245235,1245235,438808,47,256793,411752,0,8.75,7.08,3.31,32.77,27.32,27.32,16.16,13.23,-1.8,13.17,291.57,6.75,9.37,8.7,39.85,36.71,2.8,20.98,3.77,3.41,2.61,3.39,2.81,10.29,15.13,29.45,22.84,14.02,3.3,3.58,0.52,115.1,87,17.29,52.55,47.45,157.91,2889726,460437,23.46,3.7,0.27,98.65,0.62,0.56,137.63,128.26,1848991,0.92,0.92
4168,醣聯,2019,22,生技醫療,0,資誠聯合會計師事務所,1,Y,1,53.32,50.78,58.28,45.84,2.41,-31.79,-36766.1,22,0,1332214,-17.09,-17.45,17.08,-2.37,-20.73,-68.83,-34.78,118742,0,106,0,20,186405,1090989,1339,1339,755,35151,1145809,2203,17751,1444,21539,9820,31359,761610,775924,782240,-251564,-251564,-5745,1300855,1300855,1332214,734,734,585,585,149,149,270012,-269863,2703,28,25271,-61,-2081,0,5,23185,-246678,549,-247227,-247227,-1516,-248743,-247227,-248743,-3.26,75844,-247227,-3.26,75844,-246673,-191767,-247229,-246678,42959,11947,5,-2703,28,0,204,1999,2671,45,-17,-179578,-1496,0,28004,14147,-137427,256169,118742,118742,0,51,49942,42959,11947,-13.25,-14.05,-17.19,-26126.3,20.3,20.3,-33607.4,-33682.2,3158.72,-33682.4,0.06,-20.63,36786.4,6804.09,-833.73,16.77,-3.25,0.01,-3.54,-3.25,-3.28,-3.24,-3.25,-68.83,16.08,22.33,22,17.45,-14.7,-15.11,4.36,865.43,838.24,0,2.35,97.65,119.24,-180442,164866,0,52.43,0,6.96,0,0,0,0,-17677,1.24,1.24
4529,淳紳,2019,20,其他,0,信永中和聯合會計師事務所,0,Y,1,46.24,53.4,55.31,33.63,46.91,-64.01,-1557.51,-112.11,0,1206662,-34.54,-47.42,9.91,-0.78,2.24,2.27,-15.59,10408,0,38845,0,1193,210201,148518,0,0,95232,349303,996461,0,8575,222,316667,68616,385283,829071,829071,738734,-530688,-530688,-215738,821379,821379,1206662,0,8300,0,44,8256,8256,137529,-129273,47,1432,2544,0,-2345,13199,13355,-401415,-530688,0,-530688,-530688,-41337,-572025,-530688,-572025,-6.61,80346,-530688,-6.61,80346,-517333,-509519,-527952,-530688,6938,876,13355,-47,0,0,0,-1289,47,0,-1040,-62480,-1471,120,74657,-14079,-3240,13648,10408,10408,0,30,68001,6938,876,-33.67,-33.95,-38,-6138.78,99.47,99.47,-6393.83,-6393.83,-4836.33,-6360.87,6,-37.5,1656.98,819.29,-19.73,9.97,-6.37,0.1,-1.56,-6.61,-7.12,-6.4,-6.4,2.27,-38.57,-112.11,-112.11,-108.48,-33.11,-42.02,-15.32,66.38,15.55,-2.57,31.93,68.07,597.8,267912,-106466,0,0,0.01,0,0.04,0.01,0,0,-710060,1.37,1.37
4712,福格創新,2019,2,食品工業,1,馬施云大華聯合會計師事務所,0,Y,1,51.94,45.21,52.47,55.67,14.21,-29.17,-666.79,-93.28,6.01,288655,-49.1,-54.64,3.85,-0.56,-77.72,-128.18,-23.16,22989,1145,10693,15168,13746,221508,38349,101,101,18486,28325,67147,2566,6545,3332,28987,6928,35915,656714,656714,447,-384340,-384340,-20081,252740,252740,288655,22812,22812,139775,139775,-116963,-116963,35145,-152108,34,17159,18176,-14876,-55669,1065,1981,-39474,-191582,-308,-191274,-191274,-3352,-194626,-191271,-194562,-2.91,65671,-191271,-2.91,65671,-189601,-144022,-151512,-191582,45490,89,1981,-34,5410,16746,-8886,1173,34,-8,68544,-36561,-16308,-7060,35058,8162,-658,23647,22989,22989,46560,28,24342,45490,89,-26.98,-29.37,-50.37,-631.34,-512.73,-512.73,-839.83,-838.48,-173.04,-664.18,-332.8,-60.33,154.06,106.71,-126.13,3.85,-2.31,0.35,-2.32,-2.92,-2.96,-2.92,-2.91,-128.18,-40.68,-94.19,-93.28,-54.66,-40.37,-43.5,-12.43,764.16,120.15,-1.04,12.44,87.56,659.05,-9626,192521,6.45,5.94,0.06,61.42,0.42,0.07,18.32,54.33,-216825,2.64,2.64
4903,聯光通,2019,27,通信網路業,1,安侯建業聯合會計師事務所,1,Y,1,44.26,45.21,45.94,41.98,51.98,-2.72,-3.06,63.22,8.57,1351754,-1.95,-3.22,8.49,2.66,-4.52,167.93,-2.89,167785,182935,10790,69161,260500,1035340,144268,2214,2214,7299,92963,316414,184816,51541,2370,394070,68253,462323,902793,902793,0,-116629,-116629,-19283,766881,889431,1351754,851673,851673,689303,689303,162370,162370,188444,-26074,666,2495,4712,-732,-333,850,3115,1541,-24533,4790,-29323,-29323,7652,-21671,-37809,-33034,-0.42,90279,-37809,-0.42,90279,-21418,18923,-28932,-24533,36177,4164,3115,-666,261964,22106,-64272,-19720,535,-20574,-15099,240096,-11017,-184251,-225805,-36534,-22388,190173,167785,167785,18520,150,207519,36177,4164,1.4,0.42,-1.57,2.22,19.06,19.06,-2.88,-3.44,0.18,-3.4,86.16,-2.22,22.13,24.37,60.93,8.49,-0.41,9.43,-0.29,-0.27,-0.24,-0.27,-0.42,167.93,71.07,68.51,63.22,51.87,-3.47,-4.62,4.85,262.73,114.81,-11.61,34.2,65.8,616.51,-237246,641270,28.34,2.71,0.62,134.45,5.68,0.93,78.4,169.17,77173,1.13,1.13
4905,台聯電,2019,27,通信網路業,0,安永聯合會計師事務所,1,Y,1,53.26,45.21,50.43,61.18,4.58,39.61,-84.53,115.2,1.33,3100652,1.66,1.77,80.52,-7.47,-25.81,-19.27,-14.69,1578383,10414,10691,31215,61724,2711574,119521,5787,5787,35163,99415,389078,6719,22673,247,127221,8522,135743,368225,368225,7371,2360207,2629521,-40191,2964909,2964909,3100652,63987,63987,41178,41178,22809,22809,76899,-54090,5982,3518,41614,-672,158396,5,68,199942,145852,92427,53425,53425,4484,57909,53423,57907,1.44,37118,53423,1.44,37144,145920,150273,-109666,145852,4353,0,68,-5982,3193,-738,-1281,10829,0,-210459,-60180,-277091,-410,109,-397084,-177842,-853177,2431560,1578383,1578383,8957,42,61950,4353,0,-0.4,-3.3,1.8,234.85,35.65,35.65,227.94,83.49,312.47,-171.39,29.66,-2.45,120.18,96.82,-217.8,80.52,-2.98,1.74,-1.47,3.93,1.56,3.96,1.45,-19.27,45.44,205.47,115.2,56.25,-6.78,-3.84,12.2,2131.39,2058.31,0.13,4.38,95.62,2480.66,-2597499,2584353,1.4,5.33,0.02,68.51,0.53,0.02,59.4,258.41,241605,0.69,0.69
5258,虹堡,2019,25,電腦及週邊,0,資誠聯合會計師事務所,1,Y,1,48.65,45.21,43.05,56.42,160.94,0.57,-0.27,112.95,2.24,3483048,1.91,3.35,14.34,5.78,53.65,43.86,-1.06,538059,777965,28197,1237732,0,2704768,367707,252485,252485,98147,127665,778280,939978,133413,14546,1991851,156380,2148231,895426,895426,325014,17055,74378,-11163,1283655,1334817,3483048,3576588,3576588,2599809,2599809,976779,976779,986288,-9509,4812,3460,11603,-77,25341,15368,22373,14571,5062,-39623,44685,44685,-12775,31910,17224,6088,0.19,89543,17224,0.19,89543,27435,77245,44429,5062,49810,0,22373,-4812,-229547,-171511,410847,40337,4764,-44746,6194,517169,-56035,5432,-32297,-239428,234022,304037,538059,538059,439616,289,447855,49810,0,2.36,3.13,0.98,2.16,27.31,27.31,0.14,1.25,0.41,1.24,99.04,-0.34,27.58,12.52,25.96,14.34,0.19,39.94,-0.11,0.06,0.36,0.06,0.19,43.86,97.89,101.23,112.95,112.88,14.01,0.35,13.3,135.79,72.34,35.75,61.68,38.32,392.95,180211,712917,151.01,4.3,1.09,84.8,10.07,2.68,82.18,181.91,159232,0.99,0.99
5381,合正,2019,28,電子零組件,0,安永聯合會計師事務所,1,-,0,43.45,45.21,41.59,44.4,7.64,-0.62,-3.28,74.29,4.04,733360,-1.39,-1.56,3.78,0.09,-7.84,-9.26,-0.7,447204,116234,3587,61799,0,662247,9853,762,762,8333,32474,71113,10428,13683,954,36476,15548,52024,1801568,1801568,8701,-1128933,-1128933,0,681336,681336,733360,385890,385890,290967,290967,94923,94923,107587,-12664,1855,2123,5313,-2527,-3330,0,527,1456,-11208,-399,-10809,-10809,1000,-9809,-9794,-8794,-0.05,184156,-9794,-0.05,184156,-10681,12501,-10816,-11208,19680,3502,527,-1855,13101,20432,-21881,-1212,1855,-20,-1132,16346,-5848,11930,5307,-23543,-1890,449094,447204,447204,28760,66,72512,19680,3502,1.68,1.09,-1.32,3.24,24.6,24.6,-2.9,-2.8,0.38,-2.8,88.23,-1.82,27.88,18.79,44.81,3.78,-0.05,2.14,-0.07,-0.06,-0.05,-0.06,-0.05,-9.26,-1093.25,72.52,74.29,-369.59,-3.3,-3.17,5.23,1815.57,1554.52,-5.07,7.09,92.91,6915.01,-447204,625771,26.13,3.14,0.52,116.39,31.04,0.56,109.94,77.79,38281,0.93,0.93
5525,順天,2019,14,建材營造,0,建智聯合會計師事務所,0,Y,1,49.46,47.62,65.38,39.52,165.66,16.95,16.56,-57.7,0.28,12249650,3.77,8.49,19.14,-3.1,-38.2,-43.17,17.49,716418,36231,1008,6814292,978074,8626444,292971,163822,163822,65674,3153711,3623206,377717,143905,201382,7105074,533508,7638582,2449919,2449919,296068,1088644,1808126,0,4528782,4611068,12249650,2389690,2588275,1703498,1829105,759170,759170,330665,428505,2377,24282,26947,-928,-941,79041,39263,-13257,415248,22810,392438,392438,937,393375,392726,393663,1.66,236663,392726,1.66,236663,454511,474757,392451,415248,19851,395,39263,-2377,8875,-754533,-197233,-121900,2212,-44197,-492627,-732941,-6556,50406,35997,1270364,573420,142998,716418,716418,1060,58,155316,116153,395,4.23,3.92,3.5,18.34,29.33,29.33,16.04,15.16,-0.51,15.16,229.59,5.06,12.78,6,-10.32,19.14,1.66,10.94,1.81,1.75,1.66,1.75,1.66,-43.17,-57.8,-59.22,-57.7,-57.67,19.92,-0.43,-5.01,121.41,10.61,9.26,62.36,37.64,1573.9,4508044,1521370,148.57,40.46,0.23,9.02,8.76,0.56,5.11,1361.31,1066917,0.89,0.89
5530,龍巖,2019,20,其他,1,安侯建業聯合會計師事務所,1,Y,1,66.79,66.5,61.41,70.72,226.61,62.48,46.26,3.44,0.09,65106808,3.78,13.02,43.89,4.49,-8.02,-3.81,50.2,231964,8729422,96412,15703976,8138286,45423494,6078158,856719,856719,1137164,5040015,19683314,670227,832177,6878,45089575,83382,45172957,4200842,4200842,2519954,10373806,11871861,-156696,18435961,19933851,65106808,4386713,4559348,1343202,1343202,3216146,3216146,1246472,2109011,109958,83671,598455,-978,41450,72122,72122,515494,2624505,254163,2370342,2370342,2582639,4952981,2302871,4882142,5.48,420084,2344553,4.93,475651,2696627,2854901,2286722,2624505,142174,16100,72122,-287052,39592,-263212,45366,1212,251143,-426488,3274650,1884619,-374293,-804895,2534721,-4379430,37962,194002,231964,231964,0,543,662034,142174,16100,4.32,3.85,7.71,62.62,70.54,70.54,57.56,51.99,11.31,50.15,258.02,4.97,27.34,14.52,4.18,43.89,5.28,10.85,5.02,6.25,11.79,6.25,5.48,-3.81,8,0.99,3.44,-2.51,2.87,21.01,0.13,100.74,41.64,2.97,69.38,30.62,327.96,-6552368,333919,122.57,0.52,0.07,699.85,0.77,0.25,698.84,4267.38,-2863905,0.46,0.46
6109,亞元,2019,27,通信網路業,0,大中國際聯合會計師事務所,0,Y,1,54.99,47.6,53.65,61.55,56.18,3.81,1.9,673.69,4.76,947405,1.67,2.35,10.59,1.56,-3.46,7.73,3.28,263837,291897,0,144585,7770,747371,73469,14153,14153,962,68770,200034,195369,40913,3360,312605,28189,340794,574004,574004,7,16806,80636,-46683,607964,606611,947405,995389,991259,780452,780452,210807,210807,191962,18845,2001,6028,9430,-1204,-4434,1476,1962,3034,21879,7527,14352,14352,-15299,-947,14268,-1083,0.25,57400,14268,0.25,57456,23841,49227,13158,21879,25366,20,1962,-2001,31065,36130,-19226,-1542,0,-9739,1085,89334,-5089,4889,4488,-34633,41844,221993,263837,263837,46539,78,199686,25366,20,5.04,3.68,-0.1,4.97,21.27,21.27,2.21,1.45,0.31,1.33,109.82,2.27,19.37,20.14,28.58,10.59,0.23,17.27,0.33,0.38,-0.02,0.38,0.25,7.73,1800.81,188.26,673.69,129.95,-1.13,-1.09,2.15,239.08,182.33,12.32,35.97,64.03,825.67,-218688,434766,71.95,3.22,1.04,113.27,12.84,1.63,107.48,67.86,45873,0.7,0.7
6118,建達,2019,29,電子通路業,1,勤業眾信聯合會計師事務所,1,Y,1,45.47,47.6,47.36,42.41,154.64,-3.11,-0.39,11.64,8.88,2414748,-0.82,-2.7,10.43,-0.08,-2.25,1.17,-3.1,61681,1090420,1091,813402,224504,2212882,134082,34051,34051,7148,28856,201866,756694,140543,168646,1449658,16804,1466462,908896,908896,67418,-26368,-25743,-2285,948286,948286,2414748,7290920,7290920,7002805,7002805,288115,288115,316323,-28208,565,2801,6213,-128,878,4925,7141,-50,-28258,-2292,-25966,-25966,298,-25668,-25966,-25668,-0.29,90890,-25966,-0.29,90890,-21117,-4692,-25896,-28258,15424,1001,7141,-565,155852,-48876,-137388,-8941,565,-14327,46808,-7377,-6382,-12511,-19658,-26024,-53059,114740,61681,61681,813402,252,185104,15424,1001,-0.19,-0.29,-1.04,-0.06,3.95,3.95,-0.39,-0.36,0,-0.36,91.08,-1.17,4.34,2.54,-0.51,10.43,-0.28,80.22,-0.31,-0.31,-0.28,-0.31,-0.29,1.17,2.56,17.4,11.64,11.95,-4,-2.64,0.46,152.65,79.55,-35.26,60.73,39.27,707.24,306819,763224,200.76,6.23,2.96,58.55,53.62,7.59,54.59,41.86,25422,0.53,0.53
6128,上福,2019,25,電腦及週邊,0,全球專業會計師事務所,0,Y,1,61.82,60.87,61.5,62.74,101.81,34.83,7.45,749.2,4.97,6981935,5.71,10.22,27.12,5.52,-7.31,1.79,36.78,592881,919030,42171,864251,28,2514546,1395247,102984,102984,5155,899485,4467389,544110,406219,10301,2303646,1218648,3522294,1275887,1275887,1239317,505743,937353,7084,3459641,3459641,6981935,6294771,6294771,4059800,4059800,2234971,2234971,1765736,469235,4355,21879,39577,-1813,-14997,21217,49472,-24892,444343,92247,352096,352096,-69180,282916,352096,282916,2.76,127589,352096,2.74,128570,493815,864852,351632,444343,247680,123357,49472,-4355,138417,-111694,-70508,21002,4202,-84227,-1653,704637,-186283,-25,-405081,-532614,-218878,811759,592881,592881,708960,460,1256217,247680,123357,12.6,10.03,4.12,13.74,35.51,35.51,7.06,5.59,-0.4,5.59,126.57,11.73,28.05,19.96,30.59,27.12,2.76,49.34,3.68,3.48,2.22,3.48,2.76,1.79,25.3,282.27,749.2,754.04,3.65,0.81,6.55,109.16,68.74,12.63,50.45,49.55,289.02,982588,210900,51.55,6.28,0.92,58.16,4.66,1.83,53.29,78.01,1176694,0.79,0.79
6154,順發,2019,29,電子通路業,0,安侯建業聯合會計師事務所,1,Y,1,58.26,51.1,57.37,62.7,61.36,4.95,1.1,-45.69,4.68,1948279,1.94,2.57,15.08,1.79,-5.78,-3.34,5.29,421976,59866,32935,674606,11305,1225490,301916,18350,18350,26222,400315,722789,245996,73718,41152,476244,264612,740856,800800,800800,3420,78030,405188,-1985,1207423,1207423,1948279,3855887,3855887,3266909,3266909,588978,588978,546647,42331,500,668,1177,849,854,0,4691,-2660,39671,8004,31667,31667,-1110,30557,31667,30557,0.4,80080,31667,0.39,80712,44362,167719,31667,39671,123337,20,4686,-500,-4915,56538,-37864,-4401,484,-10739,-4424,143003,-14028,2102,-34926,-182242,-74165,496141,421976,421976,674606,641,307041,123337,20,9.17,7.33,1.67,4.35,15.27,15.27,1.03,0.82,-0.07,0.82,107.74,2.71,14.18,7.96,30.03,15.08,0.4,48.15,0.53,0.5,0.38,0.5,0.4,-3.34,-33.01,-43.06,-45.69,-45.69,13.95,-3.94,3.46,257.32,112.96,13.24,38.03,61.97,399.92,-445176,749246,60.83,67.06,2.11,5.44,12.68,3.13,5.67,75.12,267122,0.57,0.57
6170,統振,2019,27,通信網路業,0,勤業眾信聯合會計師事務所,1,Y,1,49.33,67.12,57.22,30.2,115.83,13.56,3.16,916.94,6.49,3116699,4.54,8.25,13.28,0.9,21.73,41.58,13.55,831164,597668,133234,553519,18973,2296753,522606,73661,73661,14175,196085,819946,459149,151608,47022,1519915,152717,1672632,896701,896701,120584,90618,215589,-37516,1158759,1444067,3116699,3847841,3847841,3227777,3227777,620064,620064,498576,121488,1893,11991,18131,-1694,-5797,12068,12251,83,121571,3572,117999,117999,-6783,111216,85502,80818,0.96,89486,85502,0.95,90019,133822,199664,117786,121571,59235,6607,12251,-1893,-207561,-110630,209186,17313,1893,-487,10215,80440,-16520,-89674,-108296,175994,149063,682101,831164,831164,301722,67,357485,59235,6607,7.08,6.4,3.95,5.19,16.11,16.11,3.16,3.07,0,3.06,124.37,4.76,12.96,9.29,5.29,13.28,0.98,44.1,1.39,1.36,1.24,1.39,0.98,41.58,324.35,712.26,916.94,457.11,23.87,2,5.52,151.11,102.85,9.59,53.67,46.33,288.54,75246,776838,79.72,7.77,1.37,46.99,7.09,2.69,56.69,62.62,130611,0.83,0.83
6230,尼得科超眾,2019,25,電腦及週邊,0,安侯建業聯合會計師事務所,1,Y,1,55.41,52.99,50.07,62.27,79.03,112.09,11.34,17.78,6.4,7266975,9.91,17.77,47.01,12.16,12.06,19.74,112.72,1470714,2831554,3073,997904,63432,5397234,1498159,115428,115428,3243,171922,1869741,1990907,637547,98330,2737883,470034,3207917,863434,863434,531823,2024660,2886170,-222369,4059058,4059058,7266975,8586172,8586172,6727977,6727977,1858195,1858195,884899,973296,12597,33976,51699,-8559,-56238,410,900,-5439,967857,266323,701534,701534,-74958,626576,701534,626576,8.12,86343,701534,8.12,86343,968757,1132530,778071,967857,159537,4236,900,-12597,-335780,110106,119958,328516,12978,-209457,-166717,1049997,-425674,3182,-421847,-513392,15180,1455534,1470714,1470714,596397,414,988082,159537,4236,17.07,12.84,8.85,13.19,21.64,21.64,11.27,8.17,-0.06,9.06,209.99,14.44,10.31,11.51,38.35,47.01,9.01,99.44,11.27,11.21,7.26,11.21,8.12,19.74,17.73,3.95,17.78,29.62,5.33,5.75,1.78,197.13,157.25,0.13,44.14,55.86,270.94,-1470714,2659351,94.34,3.22,1.21,113.25,6.07,2.17,120.37,54.68,367211,3.37,3.37
6417,韋僑,2019,27,通信網路業,0,勤業眾信聯合會計師事務所,1,Y,1,54.05,53.78,50.88,57.38,62.22,27.4,9.32,81.98,3.75,1264817,6.39,10.38,21.89,3.83,15.89,26.35,26.45,228314,155897,6095,193121,90,716756,464435,14537,14537,14104,64495,548061,102452,97786,5348,228602,256507,485109,356140,356140,165138,214429,258640,-210,779708,779708,1264817,1011245,1011245,745572,745572,265673,265673,171472,94201,1914,5957,7871,0,-4096,3168,377,3398,97599,19562,78037,78037,-561,77476,78037,77476,2.19,35614,78037,2.19,35666,97976,157418,77966,97599,57577,1865,377,-1914,-23321,5613,-6363,15067,2146,-13685,-987,136553,-51091,-275,-80461,-37689,17921,210393,228314,228314,66231,427,260478,57577,1865,12.84,10.27,6.32,15.57,26.27,26.27,9.65,7.72,0.34,7.71,154.94,9.02,16.96,25.76,59.73,21.89,2.19,28.39,2.65,2.74,2.18,2.74,2.19,26.35,129.58,81.49,81.98,82.08,6.69,7.75,3.7,313.54,225.69,0.48,38.35,61.65,220.54,-109388,488154,44.76,7.01,0.83,52.08,2.16,1.35,73.93,95.23,45480,2.03,2.03
6443,元晶,2019,26,光電業,0,勤業眾信聯合會計師事務所,1,Y,1,56.93,59.92,55.67,54.57,143.09,-4.83,-2.17,82.16,8.1,7851182,-0.98,-6.47,8.51,1.28,15.93,133.34,-2.54,433772,172119,29457,480565,168840,1312690,6009318,181050,181050,158786,220090,6538492,386398,269090,6051,2936219,1685267,4621486,3790167,3790167,5460,-395691,-395691,-175516,3224420,3229696,7851182,4440874,4440874,4221641,4221641,219233,219233,315661,-96424,2129,7939,10068,0,55488,150953,152032,-86504,-182928,17487,-200415,-200415,533,-199882,-200616,-200083,-0.6,333784,-200616,-0.6,333784,-30896,684427,-244557,-182928,711036,4287,152032,-2129,147807,81569,-255339,2807,1410,-45,-24396,426607,-225493,-63188,-332686,155726,248577,185195,433772,433772,222044,1131,778542,711036,4287,7.93,5.56,-2.48,15.41,4.94,4.94,-4.12,-4.51,-1.95,-5.51,69.45,-1.27,7.11,17.53,14.53,8.51,-0.65,11.72,-0.25,-0.55,-0.6,-0.48,-0.53,133.34,92.21,85.41,83.45,81.94,-5.41,8.96,11.7,44.71,21.64,-192.96,58.86,41.14,81.43,3408892,-1623529,20.21,18,0.55,20.27,0.7,1.43,14.15,42.13,642726,0.86,0.86
6470,宇智,2019,27,通信網路業,0,勤業眾信聯合會計師事務所,1,Y,1,56.35,52.99,51.36,63.46,122.95,45.47,7.52,2.56,20.36,1482291,8.44,16.98,20.34,8.05,22.04,20.38,47.53,561483,706058,17264,84280,123,1389672,55260,0,0,9098,32882,92619,380104,151793,1075,764098,53325,817423,326941,326941,77913,195136,260505,-491,664868,664868,1482291,2066399,2066399,1660500,1660500,405899,405899,250506,155393,558,12896,13454,-142,-16130,3516,4067,-6743,148650,38166,110484,110484,-614,109870,110484,109870,3.38,32694,110484,3.35,33026,152717,193471,114882,148650,37524,3230,4067,-558,-78336,-15747,108081,36719,558,-29518,40400,263053,-13238,0,-21605,-36298,173535,387948,561483,561483,9582,255,254812,37524,3230,14.69,11.19,8.15,9.36,19.64,19.64,7.19,5.35,-0.33,5.56,162.03,11.9,12.12,12.33,34.43,20.34,3.51,63.2,4.75,4.55,3.36,4.55,3.38,20.38,40.08,13.07,2.56,6.62,22.25,4.42,1.41,181.87,170.27,3.58,55.15,44.85,1285.57,-349811,625574,118.87,3.07,1.53,119.04,36.13,3.18,124.72,18.64,105033,1.24,1.24
